drug_name,max_phase,molecule_type,therapeutic_flag,target_chembl_id,target_name,target_gene,mechanism
SUNITINIB MALATE,4,Small molecule,1,,Receptor-type tyrosine-protein kinase FLT3,FLT3,INHIBITOR
SUNITINIB MALATE,4,Small molecule,1,,Vascular endothelial growth factor receptor,KDR,INHIBITOR
SUPROFEN,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
SURUFATINIB,3,Small molecule,1,,Fibroblast growth factor receptor 1,FGFR1,INHIBITOR
SURUFATINIB,3,Small molecule,1,,Vascular endothelial growth factor receptor,KDR,INHIBITOR
SUVOREXANT,4,Small molecule,1,,Orexin receptor,HCRTR2,ANTAGONIST
TACRINE HYDROCHLORIDE,4,Small molecule,1,,Cholinesterases; ACHE & BCHE,BCHE,INHIBITOR
TACROLIMUS,4,Small molecule,1,,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,INHIBITOR
TADALAFIL,4,Small molecule,1,,"cGMP-specific 3',5'-cyclic phosphodiesterase",PDE5A,INHIBITOR
TAFAMIDIS,4,Small molecule,1,,Transthyretin,TTR,STABILISER
TAFAMIDIS MEGLUMINE,4,Small molecule,1,,Transthyretin,TTR,STABILISER
TAFLUPROST,4,Small molecule,1,,Prostaglandin F2-alpha receptor,PTGFR,AGONIST
TALAMPICILLIN,2,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
TALAZOPARIB,4,Small molecule,1,,Poly [ADP-ribose] polymerase 1,PARP1,INHIBITOR
TALAZOPARIB,4,Small molecule,1,,Poly [ADP-ribose] polymerase 2,PARP2,INHIBITOR
TALAZOPARIB TOSYLATE,4,Small molecule,1,,Poly [ADP-ribose] polymerase 1,PARP1,INHIBITOR
TALAZOPARIB TOSYLATE,4,Small molecule,1,,Poly [ADP-ribose] polymerase 2,PARP2,INHIBITOR
TALBUTAL,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
TAMOXIFEN CITRATE,4,Small molecule,1,,Estrogen receptor,ESR1,MODULATOR
TAMSULOSIN HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor alpha-1,ADRA1D,ANTAGONIST
TAPENTADOL HYDROCHLORIDE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
TAPENTADOL HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,INHIBITOR
TAPINAROF,4,Small molecule,1,,Aryl hydrocarbon receptor,AHR,AGONIST
TASIMELTEON,4,Small molecule,1,,Melatonin receptor,MTNR1B,AGONIST
TASIPIMIDINE SULFATE,1,Small molecule,1,,Alpha-2A adrenergic receptor,ADRA2A,AGONIST
TAUROLIDINE,4,Small molecule,1,,Cell wall,,DISRUPTING AGENT
TAVABOROLE,4,Small molecule,1,,Leucine-tRNA ligase,,INHIBITOR
TAZAROTENE,4,Small molecule,1,,Retinoic acid receptor,RARG,AGONIST
TAZEMETOSTAT HYDROBROMIDE,4,Small molecule,1,,Histone-lysine N-methyltransferase EZH2,EZH2,INHIBITOR
TAZOBACTAM SODIUM,4,Small molecule,1,,Beta-lactamase TEM,blaT-6,INHIBITOR
TECOVIRIMAT,4,Small molecule,1,,Envelope phospholipase OPG057,OPG057,INHIBITOR
TECOVIRIMAT MONOHYDRATE,4,Small molecule,1,,Envelope phospholipase OPG057,OPG057,INHIBITOR
TEDIZOLID,3,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
TEDIZOLID PHOSPHATE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
TEGAFUR,3,Small molecule,1,,DNA,,INHIBITOR
TEGAFUR,3,Small molecule,1,,RNA,,INHIBITOR
TEGAFUR,3,Small molecule,1,,Thymidylate synthase,TYMS,INHIBITOR
TEGASEROD MALEATE,4,Small molecule,1,,5-hydroxytryptamine receptor 4,HTR4,PARTIAL AGONIST
TELAPREVIR,4,Small molecule,1,,"Hepatitis C virus serine protease, NS3/NS4A",NS4A,INHIBITOR
TELBIVUDINE,4,Small molecule,1,,DNA polymerase/reverse transcriptase,P,INHIBITOR
TELITHROMYCIN,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
TELMISARTAN,4,Small molecule,1,,Type-1 angiotensin II receptor,AGTR1,ANTAGONIST
TELOTRISTAT,3,Small molecule,1,,Tryptophan 5-hydroxylase,TPH2,INHIBITOR
TELOTRISTAT ETHYL,4,Small molecule,1,,Tryptophan 5-hydroxylase,TPH2,INHIBITOR
TELOTRISTAT ETIPRATE,4,Small molecule,1,,Tryptophan 5-hydroxylase,TPH2,INHIBITOR
TEMAFLOXACIN HYDROCHLORIDE,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
TEMAZEPAM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
TEMOZOLOMIDE,4,Small molecule,1,,DNA,,INHIBITOR
TEMSIROLIMUS,4,Small molecule,1,,Peptidyl-prolyl cis-trans isomerase FKBP1A,FKBP1A,INHIBITOR
TENAPANOR HYDROCHLORIDE,4,Small molecule,1,,Sodium/hydrogen exchanger 3,SLC9A3,INHIBITOR
TENIPOSIDE,4,Small molecule,1,,DNA topoisomerase II,TOP2B,INHIBITOR
TENOFOVIR ALAFENAMIDE,4,Small molecule,1,,Human immunodeficiency virus type 1 reverse transcriptase,pol,INHIBITOR
TENOFOVIR ALAFENAMIDE FUMARATE,4,Small molecule,1,,Human immunodeficiency virus type 1 reverse transcriptase,pol,INHIBITOR
TENOFOVIR DISOPROXIL FUMARATE,4,Small molecule,1,,Human immunodeficiency virus type 1 reverse transcriptase,pol,INHIBITOR
TENOFOVIR DISOPROXIL MALEATE,4,Small molecule,1,,DNA polymerase/reverse transcriptase,P,INHIBITOR
TENOFOVIR DISOPROXIL MALEATE,4,Small molecule,1,,Human immunodeficiency virus type 1 reverse transcriptase,pol,INHIBITOR
TENOFOVIR DISOPROXIL PHOSPHATE,4,Small molecule,1,,DNA polymerase/reverse transcriptase,P,INHIBITOR
TENOFOVIR DISOPROXIL PHOSPHATE,4,Small molecule,1,,Human immunodeficiency virus type 1 reverse transcriptase,pol,INHIBITOR
TEPOTINIB,4,Small molecule,1,,Hepatocyte growth factor receptor,MET,INHIBITOR
TEPOTINIB HYDROCHLORIDE,4,Small molecule,1,,Hepatocyte growth factor receptor,MET,INHIBITOR
TERAZOSIN HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor alpha-1,ADRA1D,ANTAGONIST
TERBINAFINE,4,Small molecule,1,,Squalene monooxygenase,,INHIBITOR
TERBINAFINE HYDROCHLORIDE,4,Small molecule,1,,Squalene monooxygenase,,INHIBITOR
TERBUTALINE SULFATE,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,AGONIST
TERCONAZOLE,4,Small molecule,1,,Lanosterol 14-alpha demethylase,ERG11,INHIBITOR
TERFENADINE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
TERIFLUNOMIDE,4,Small molecule,1,,"Dihydroorotate dehydrogenase (quinone), mitochondrial",DHODH,INHIBITOR
TERODILINE HYDROCHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor,CHRM5,ANTAGONIST
TERODILINE HYDROCHLORIDE,4,Small molecule,1,,Voltage-gated calcium channel,CACNG8,BLOCKER
TESTOLACTONE,4,Small molecule,1,,Aromatase,CYP19A1,INHIBITOR
TESTOSTERONE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
TESTOSTERONE CYPIONATE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
TESTOSTERONE ENANTHATE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
TESTOSTERONE PROPIONATE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
TESTOSTERONE UNDECANOATE,4,Small molecule,1,,Androgen receptor,AR,AGONIST
TETRABENAZINE,4,Small molecule,1,,Synaptic vesicular amine transporter,SLC18A2,INHIBITOR
TETRACAINE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
TETRACAINE HYDROCHLORIDE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
TETRACYCLINE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
TETRACYCLINE HYDROCHLORIDE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
TETRACYCLINE PHOSPHATE COMPLEX,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
TETRAHYDROZOLINE HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor alpha,ADRA2C,AGONIST
TEZACAFTOR,4,Small molecule,1,,Cystic fibrosis transmembrane conductance regulator,CFTR,POSITIVE MODULATOR
THALIDOMIDE,4,Small molecule,1,,CRL4(CRBN) E3 ubiquitin ligase,RBX1,INHIBITOR
THEOPHYLLINE SODIUM GLYCINATE,4,Small molecule,1,,Adenosine receptor,ADORA3,ANTAGONIST
THEOPHYLLINE SODIUM GLYCINATE,4,Small molecule,1,,Phosphodiesterase 3,PDE3B,INHIBITOR
THEOPHYLLINE SODIUM GLYCINATE,4,Small molecule,1,,Phosphodiesterase 4,PDE4D,INHIBITOR
THIABENDAZOLE,4,Small molecule,1,,Tubulin,,INHIBITOR
THIAMYLAL SODIUM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
THIETHYLPERAZINE MALATE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
THIETHYLPERAZINE MALEATE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
THIOGUANINE,4,Small molecule,1,,DNA,,INHIBITOR
THIOGUANINE,4,Small molecule,1,,Inosine-5'-monophosphate dehydrogenase (IMPDH),IMPDH2,INHIBITOR
THIOPENTAL SODIUM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
THIORIDAZINE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
THIORIDAZINE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
THIORIDAZINE,4,Small molecule,1,,D2-like dopamine receptor,DRD4,ANTAGONIST
THIORIDAZINE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
THIORIDAZINE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
THIORIDAZINE HYDROCHLORIDE,4,Small molecule,1,,D2-like dopamine receptor,DRD4,ANTAGONIST
THIOTEPA,4,Small molecule,1,,DNA,,INHIBITOR
THIOTHIXENE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
THIOTHIXENE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
THIOTHIXENE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
THIOTHIXENE HYDROCHLORIDE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
TIAGABINE HYDROCHLORIDE,4,Small molecule,1,,Sodium- and chloride-dependent GABA transporter 1,SLC6A1,INHIBITOR
TICAGRELOR,4,Small molecule,1,,P2Y purinoceptor 12,P2RY12,NEGATIVE ALLOSTERIC MODULATOR
TICARCILLIN DISODIUM,4,Small molecule,1,,Bacterial penicillin-binding protein,mrdA,INHIBITOR
TICLOPIDINE HYDROCHLORIDE,4,Small molecule,1,,P2Y purinoceptor 12,P2RY12,ANTAGONIST
TIGECYCLINE,4,Small molecule,1,,Bacterial 70S ribosome,ykgO,INHIBITOR
TILUDRONATE DISODIUM,4,Small molecule,1,,ATP,,INHIBITOR
TIMOLOL,4,Small molecule,1,,Beta-1 adrenergic receptor,ADRB1,ANTAGONIST
TIMOLOL,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,ANTAGONIST
TIMOLOL MALEATE,4,Small molecule,1,,Beta-1 adrenergic receptor,ADRB1,ANTAGONIST
TIMOLOL MALEATE,4,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,ANTAGONIST
TINIDAZOLE,4,Small molecule,1,,DNA,,DISRUPTING AGENT
TIOCONAZOLE,4,Small molecule,1,,Lanosterol 14-alpha demethylase,ERG11,INHIBITOR
TIOTROPIUM BROMIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
TIPIRACIL HYDROCHLORIDE,4,Small molecule,1,,Thymidine phosphorylase,TYMP,INHIBITOR
TIPRANAVIR,4,Small molecule,1,,Human immunodeficiency virus type 1 protease,pol,INHIBITOR
TIRATRICOL,3,Small molecule,1,,Thyroid hormone receptor,THRB,AGONIST
TIRBANIBULIN,4,Small molecule,1,,Proto-oncogene tyrosine-protein kinase Src,SRC,INHIBITOR
TIROFIBAN HYDROCHLORIDE,4,Small molecule,1,,Integrin alpha-IIb/beta-3,ITGB3,INHIBITOR
TIVOZANIB,4,Small molecule,1,,Vascular endothelial growth factor receptor,KDR,INHIBITOR
TIVOZANIB HYDROCHLORIDE,4,Small molecule,1,,Mast/stem cell growth factor receptor Kit,KIT,INHIBITOR
TIVOZANIB HYDROCHLORIDE,4,Small molecule,1,,Platelet-derived growth factor receptor beta,PDGFRB,INHIBITOR
TIVOZANIB HYDROCHLORIDE,4,Small molecule,1,,Vascular endothelial growth factor receptor,KDR,INHIBITOR
TIZANIDINE HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor alpha-2,ADRA2C,AGONIST
TOBRAMYCIN,4,Small molecule,1,,70S ribosome,rpsU,INHIBITOR
TOBRAMYCIN SULFATE,4,Small molecule,1,,70S ribosome,rpsU,INHIBITOR
TOCAINIDE HYDROCHLORIDE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
TOFACITINIB CITRATE,4,Small molecule,1,,Janus Kinase (JAK),TYK2,INHIBITOR
TOLAZAMIDE,4,Small molecule,1,,"Sulfonylurea receptor 1, Kir6.2",KCNJ11,BLOCKER
TOLAZOLINE HYDROCHLORIDE,4,Small molecule,1,,Adrenergic receptor alpha,ADRA2C,ANTAGONIST
TOLAZOLINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,AGONIST
TOLAZOLINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H2 receptor,HRH2,AGONIST
TOLBUTAMIDE,4,Small molecule,1,,"Sulfonylurea receptor 1, Kir6.2",KCNJ11,BLOCKER
TOLBUTAMIDE SODIUM,4,Small molecule,1,,"Sulfonylurea receptor 1, Kir6.2",KCNJ11,BLOCKER
TOLCAPONE,4,Small molecule,1,,Catechol O-methyltransferase,COMT,INHIBITOR
TOLMETIN SODIUM,4,Small molecule,1,,Cyclooxygenase,PTGS2,INHIBITOR
TOLRESTAT,4,Small molecule,1,,Aldo-keto reductase family 1 member B1,AKR1B1,INHIBITOR
TOLTERODINE TARTRATE,4,Small molecule,1,,Muscarinic acetylcholine receptor M2,CHRM2,ANTAGONIST
TOLTERODINE TARTRATE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
TOLVAPTAN,4,Small molecule,1,,Vasopressin V2 receptor,AVPR2,ANTAGONIST
TOPIRAMATE,4,Small molecule,1,,Carbonic anhydrase 2,CA2,INHIBITOR
TOPIRAMATE,4,Small molecule,1,,Carbonic anhydrase 4,CA4,INHIBITOR
TOPIRAMATE,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE MODULATOR
TOPIRAMATE,4,Small molecule,1,,Glutamate receptor ionotropic AMPA,GRIA4,ANTAGONIST
TOPIRAMATE,4,Small molecule,1,,Glutamate receptor ionotropic kainate,GRIK5,ANTAGONIST
TOPIRAMATE,4,Small molecule,1,,Sodium channel alpha subunit,SCN9A,BLOCKER
TOPOTECAN HYDROCHLORIDE,4,Small molecule,1,,DNA topoisomerase 1,TOP1,INHIBITOR
TOREMIFENE CITRATE,4,Small molecule,1,,Estrogen receptor,ESR2,MODULATOR
TORSEMIDE,4,Small molecule,1,,Solute carrier family 12 member 1,SLC12A1,INHIBITOR
TOVORAFENIB,4,Small molecule,1,,RAF serine/threonine protein kinase,RAF1,INHIBITOR
TRABECTEDIN,4,Small molecule,1,,DNA,,INHIBITOR
TRAMADOL HYDROCHLORIDE,4,Small molecule,1,,Mu-type opioid receptor,OPRM1,AGONIST
TRAMETINIB,4,Small molecule,1,,Dual specificity mitogen-activated protein kinase kinase; MEK1/2,MAP2K2,INHIBITOR
TRAMETINIB DIMETHYL SULFOXIDE,4,Small molecule,1,,Dual specificity mitogen-activated protein kinase kinase 1,MAP2K1,INHIBITOR
TRAMETINIB DIMETHYL SULFOXIDE,4,Small molecule,1,,Dual specificity mitogen-activated protein kinase kinase 2,MAP2K2,INHIBITOR
TRANDOLAPRIL,4,Small molecule,1,,Angiotensin-converting enzyme,ACE,INHIBITOR
TRANEXAMIC ACID,4,Small molecule,1,,Plasminogen,PLG,INHIBITOR
TRANYLCYPROMINE SULFATE,4,Small molecule,1,,Monoamine oxidase,MAOB,INHIBITOR
TRAVOPROST,4,Small molecule,1,,Prostaglandin F2-alpha receptor,PTGFR,AGONIST
TRAZODONE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
TRAZODONE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
TRAZODONE HYDROCHLORIDE,4,Small molecule,1,,Sodium-dependent serotonin transporter,SLC6A4,INHIBITOR
TREOSULFAN,4,Small molecule,1,,DNA,,CROSS-LINKING AGENT
TREPROSTINIL,4,Small molecule,1,,Prostacyclin receptor,PTGIR,AGONIST
TREPROSTINIL DIOLAMINE,4,Small molecule,1,,Prostacyclin receptor,PTGIR,AGONIST
TREPROSTINIL SODIUM,4,Small molecule,1,,Prostacyclin receptor,PTGIR,AGONIST
TRETINOIN,4,Small molecule,1,,Retinoic acid receptor,RARG,AGONIST
TRIAMCINOLONE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
TRIAMCINOLONE ACETONIDE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
TRIAMCINOLONE DIACETATE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
TRIAMCINOLONE HEXACETONIDE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
TRIAMTERENE,4,Small molecule,1,,"Amiloride-sensitive sodium channel, ENaC",SCNN1G,BLOCKER
TRIAZOLAM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE ALLOSTERIC MODULATOR
TRICHLORFON,2,Small molecule,1,,Acetylcholinesterase 1,ace-1,INHIBITOR
TRICHLORMETHIAZIDE,4,Small molecule,1,,Solute carrier family 12 member 3,SLC12A3,INHIBITOR
TRICLOFOS SODIUM,4,Small molecule,1,,GABA-A receptor; anion channel,GABRQ,POSITIVE MODULATOR
TRICLOSAN,4,Small molecule,1,,Enoyl-[acyl-carrier-protein] reductase [NADH] FabI,fabI,INHIBITOR
TRIDIHEXETHYL CHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M1,CHRM1,ANTAGONIST
TRIDIHEXETHYL CHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
TRIENTINE HYDROCHLORIDE,4,Small molecule,1,,Copper,,CHELATING AGENT
TRIENTINE TETRAHYDROCHLORIDE,4,Small molecule,1,,Copper,,CHELATING AGENT
TRIFLUOPERAZINE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
TRIFLUOPERAZINE HYDROCHLORIDE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
TRIFLUOPERAZINE HYDROCHLORIDE,4,Small molecule,1,,D2-like dopamine receptor,DRD4,ANTAGONIST
TRIFLUPROMAZINE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
TRIFLUPROMAZINE HYDROCHLORIDE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
TRIFLURIDINE,4,Small molecule,1,,DNA,,INHIBITOR
TRIHEXYPHENIDYL HYDROCHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M1,CHRM1,ANTAGONIST
TRILACICLIB,4,Small molecule,1,,Cyclin-dependent kinase 4,CDK4,INHIBITOR
TRILACICLIB,4,Small molecule,1,,Cyclin-dependent kinase 6,CDK6,INHIBITOR
TRILACICLIB DIHYDROCHLORIDE,4,Small molecule,1,,Cyclin-dependent kinase 4,CDK4,INHIBITOR
TRILACICLIB DIHYDROCHLORIDE,4,Small molecule,1,,Cyclin-dependent kinase 6,CDK6,INHIBITOR
TRILOSTANE,4,Small molecule,1,,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,HSD3B2,INHIBITOR
TRIMEPRAZINE TARTRATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
TRIMETHADIONE,4,Small molecule,1,,Voltage-gated T-type calcium channel,CACNA1I,BLOCKER
TRIMETHAPHAN CAMSYLATE,4,Small molecule,1,,Neuronal acetylcholine receptor; alpha3/beta4,CHRNB4,ANTAGONIST
TRIMETHOPRIM,4,Small molecule,1,,Dihydrofolate reductase,folA,INHIBITOR
TRIMETHOPRIM HYDROCHLORIDE,4,Small molecule,1,,Dihydrofolate reductase,folA,INHIBITOR
TRIMETHOPRIM SULFATE,4,Small molecule,1,,Dihydrofolate reductase,folA,INHIBITOR
TRIMETREXATE GLUCURONATE,4,Small molecule,1,,Dihydrofolate reductase,,INHIBITOR
TRIMIPRAMINE MALEATE,4,Small molecule,1,,5-hydroxytryptamine receptor 2A,HTR2A,ANTAGONIST
TRIMIPRAMINE MALEATE,4,Small molecule,1,,5-hydroxytryptamine receptor 2C,HTR2C,ANTAGONIST
TRIMIPRAMINE MALEATE,4,Small molecule,1,,Adrenergic receptor alpha-1,ADRA1D,ANTAGONIST
TRIMIPRAMINE MALEATE,4,Small molecule,1,,D(2) dopamine receptor,DRD2,ANTAGONIST
TRIMIPRAMINE MALEATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
TRIMIPRAMINE MALEATE,4,Small molecule,1,,Sodium-dependent noradrenaline transporter,SLC6A2,INHIBITOR
TRIOXSALEN,4,Small molecule,1,,DNA,,INHIBITOR
TRIPELENNAMINE CITRATE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
TRIPELENNAMINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
TRIPROLIDINE HYDROCHLORIDE,4,Small molecule,1,,Histamine H1 receptor,HRH1,ANTAGONIST
TROGLITAZONE,4,Small molecule,1,,Peroxisome proliferator-activated receptor gamma,PPARG,AGONIST
TROLEANDOMYCIN,4,Small molecule,1,,70S ribosome,rpsU,INHIBITOR
TROPICAMIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
TROPISETRON,3,Small molecule,1,,Serotonin 3 (5-HT3) receptor,HTR3E,ANTAGONIST
TROSPIUM CHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M2,CHRM2,ANTAGONIST
TROSPIUM CHLORIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
TROVAFLOXACIN,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
TROVAFLOXACIN,4,Small molecule,1,,Topoisomerase IV,parE,INHIBITOR
TROVAFLOXACIN MESYLATE,4,Small molecule,1,,Bacterial DNA gyrase,gyrB,INHIBITOR
TROVAFLOXACIN MESYLATE,4,Small molecule,1,,Topoisomerase IV,parE,INHIBITOR
TUBOCURARINE CHLORIDE,4,Small molecule,1,,Muscle-type nicotinic acetylcholine receptor,CHRNG,ANTAGONIST
TUCATINIB,4,Small molecule,1,,Receptor tyrosine-protein kinase erbB-2,ERBB2,INHIBITOR
TULOBUTEROL,2,Small molecule,1,,Beta-2 adrenergic receptor,ADRB2,AGONIST
UBROGEPANT,4,Small molecule,1,,Calcitonin gene-related peptide type 1 receptor,CALCRL,ANTAGONIST
ULIPRISTAL,3,Small molecule,1,,Progesterone receptor,PGR,MODULATOR
ULIPRISTAL ACETATE,4,Small molecule,1,,Progesterone receptor,PGR,MODULATOR
UMBRALISIB TOSYLATE,4,Small molecule,1,,Casein kinase I isoform epsilon,CSNK1E,INHIBITOR
UMBRALISIB TOSYLATE,4,Small molecule,1,,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,INHIBITOR
UMBRALISIB TOSYLATE,4,Small molecule,1,,Tyrosine-protein kinase ABL1,ABL1,INHIBITOR
UMECLIDINIUM BROMIDE,4,Small molecule,1,,Muscarinic acetylcholine receptor M3,CHRM3,ANTAGONIST
UPADACITINIB HEMIHYDRATE,4,Small molecule,1,,Non-receptor tyrosine-protein kinase TYK2,TYK2,INHIBITOR
UPADACITINIB HEMIHYDRATE,4,Small molecule,1,,Tyrosine-protein kinase JAK1,JAK1,INHIBITOR
UPADACITINIB HEMIHYDRATE,4,Small molecule,1,,Tyrosine-protein kinase JAK2,JAK2,INHIBITOR
UPADACITINIB HEMIHYDRATE,4,Small molecule,1,,Tyrosine-protein kinase JAK3,JAK3,INHIBITOR
URACIL MUSTARD,4,Small molecule,1,,DNA,,INHIBITOR
URSODIOL,4,Small molecule,1,,Bile acid receptor,NR1H4,AGONIST
VABORBACTAM,4,Small molecule,1,,Carbapenem-hydrolyzing beta-lactamase KPC,KPC-2,INHIBITOR
VADADUSTAT,4,Small molecule,1,,Egl nine homolog 1,EGLN1,INHIBITOR
VADADUSTAT,4,Small molecule,1,,Prolyl hydroxylase EGLN2,EGLN2,INHIBITOR
VADADUSTAT,4,Small molecule,1,,Prolyl hydroxylase EGLN3,EGLN3,INHIBITOR
VALACYCLOVIR HYDROCHLORIDE,4,Small molecule,1,,DNA polymerase catalytic subunit,,INHIBITOR
VALBENAZINE,4,Small molecule,1,,Synaptic vesicular amine transporter,SLC18A2,INHIBITOR
VALBENAZINE TOSYLATE,4,Small molecule,1,,Synaptic vesicular amine transporter,SLC18A2,INHIBITOR
VALDECOXIB,4,Small molecule,1,,Prostaglandin G/H synthase 2,PTGS2,INHIBITOR
VALGANCICLOVIR HYDROCHLORIDE,4,Small molecule,1,,DNA polymerase catalytic subunit,,INHIBITOR
VALPROATE SODIUM,4,Small molecule,1,,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,INHIBITOR
VALPROIC ACID,4,Small molecule,1,,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,INHIBITOR
VALRUBICIN,4,Small molecule,1,,DNA,,INHIBITOR
VALRUBICIN,4,Small molecule,1,,DNA topoisomerase 2-alpha,TOP2A,INHIBITOR
VALSARTAN,4,Small molecule,1,,Type-1 angiotensin II receptor,AGTR1,ANTAGONIST
VAMOROLONE,4,Small molecule,1,,Glucocorticoid receptor,NR3C1,AGONIST
VAMOROLONE,4,Small molecule,1,,Mineralocorticoid receptor,NR3C2,ANTAGONIST
VANCOMYCIN,4,Small molecule,1,,Peptidoglycan,,INHIBITOR
VANCOMYCIN HYDROCHLORIDE,4,Small molecule,1,,Peptidoglycan,,INHIBITOR
VANDETANIB,4,Small molecule,1,,Angiopoietin-1 receptor,TEK,INHIBITOR
VANDETANIB,4,Small molecule,1,,Ephrin receptor,EPHB6,INHIBITOR
